Age,Embarked,Fare,Parch,PassengerId,Pclass,Sex_code,SibSp,Survived,FamilySize,Mr,Miss,Mrs,Master
20.0,2,8.6625,0,405,3,0,0,0.0,0,0,1,0,0
34.0,2,21.0,0,406,2,1,1,0.0,1,1,0,0,0
51.0,2,7.75,0,407,3,1,0,0.0,0,1,0,0,0
3.0,2,18.75,1,408,2,1,1,1.0,2,0,0,0,1
21.0,2,7.775,0,409,3,1,0,0.0,0,1,0,0,0
24.0,2,25.4667,1,410,3,0,3,0.0,4,0,1,0,0
24.0,2,7.8958,0,411,3,1,0,0.0,0,1,0,0,0
24.0,1,6.8583,0,412,3,1,0,0.0,0,1,0,0,0
33.0,1,90.0,0,413,1,0,1,1.0,1,0,1,0,0
24.0,2,0.0,0,414,2,1,0,0.0,0,1,0,0,0
44.0,2,7.925,0,415,3,1,0,1.0,0,1,0,0,0
24.0,2,8.05,0,416,3,0,0,0.0,0,0,0,1,0
34.0,2,32.5,1,417,2,0,1,1.0,2,0,0,1,0
18.0,2,13.0,2,418,2,0,0,1.0,2,0,1,0,0
30.0,2,13.0,0,419,2,1,0,0.0,0,1,0,0,0
10.0,2,24.15,2,420,3,0,0,0.0,2,0,1,0,0
24.0,0,7.8958,0,421,3,1,0,0.0,0,1,0,0,0
21.0,1,7.7333,0,422,3,1,0,0.0,0,1,0,0,0
29.0,2,7.875,0,423,3,1,0,0.0,0,1,0,0,0
28.0,2,14.4,1,424,3,0,1,0.0,2,0,0,1,0
18.0,2,20.2125,1,425,3,1,1,0.0,2,1,0,0,0
24.0,2,7.25,0,426,3,1,0,0.0,0,1,0,0,0
28.0,2,26.0,0,427,2,0,1,1.0,1,0,0,1,0
19.0,2,26.0,0,428,2,0,0,1.0,0,0,1,0,0
24.0,1,7.75,0,429,3,1,0,0.0,0,1,0,0,0
32.0,2,8.05,0,430,3,1,0,1.0,0,1,0,0,0
28.0,2,26.55,0,431,1,1,0,1.0,0,1,0,0,0
24.0,2,16.1,0,432,3,0,1,1.0,1,0,0,1,0
42.0,2,26.0,0,433,2,0,1,1.0,1,0,0,1,0
17.0,2,7.125,0,434,3,1,0,0.0,0,1,0,0,0
50.0,2,55.9,0,435,1,1,1,0.0,1,1,0,0,0
14.0,2,120.0,2,436,1,0,1,1.0,3,0,1,0,0
21.0,2,34.375,2,437,3,0,2,0.0,4,0,1,0,0
24.0,2,18.75,3,438,2,0,2,1.0,5,0,0,1,0
64.0,2,263.0,4,439,1,1,1,0.0,5,1,0,0,0
31.0,2,10.5,0,440,2,1,0,0.0,0,1,0,0,0
45.0,2,26.25,1,441,2,0,1,1.0,2,0,0,1,0
20.0,2,9.5,0,442,3,1,0,0.0,0,1,0,0,0
25.0,2,7.775,0,443,3,1,1,0.0,1,1,0,0,0
28.0,2,13.0,0,444,2,0,0,1.0,0,0,0,0,0
24.0,2,8.1125,0,445,3,1,0,1.0,0,1,0,0,0
4.0,2,81.8583,2,446,1,1,0,1.0,2,0,0,0,1
13.0,2,19.5,1,447,2,0,0,1.0,1,0,1,0,0
34.0,2,26.55,0,448,1,1,0,1.0,0,1,0,0,0
5.0,0,19.2583,1,449,3,0,2,1.0,3,0,1,0,0
52.0,2,30.5,0,450,1,1,0,1.0,0,0,0,0,0
36.0,2,27.75,2,451,2,1,1,0.0,3,1,0,0,0
24.0,2,19.9667,0,452,3,1,1,0.0,1,1,0,0,0
30.0,0,27.75,0,453,1,1,0,0.0,0,1,0,0,0
49.0,0,89.1042,0,454,1,1,1,1.0,1,1,0,0,0
24.0,2,8.05,0,455,3,1,0,0.0,0,1,0,0,0
29.0,0,7.8958,0,456,3,1,0,1.0,0,1,0,0,0
65.0,2,26.55,0,457,1,1,0,0.0,0,1,0,0,0
24.0,2,51.8625,0,458,1,0,1,1.0,1,0,0,1,0
50.0,2,10.5,0,459,2,0,0,1.0,0,0,1,0,0
24.0,1,7.75,0,460,3,1,0,0.0,0,1,0,0,0
48.0,2,26.55,0,461,1,1,0,1.0,0,1,0,0,0
34.0,2,8.05,0,462,3,1,0,0.0,0,1,0,0,0
47.0,2,38.5,0,463,1,1,0,0.0,0,1,0,0,0
48.0,2,13.0,0,464,2,1,0,0.0,0,1,0,0,0
24.0,2,8.05,0,465,3,1,0,0.0,0,1,0,0,0
38.0,2,7.05,0,466,3,1,0,0.0,0,1,0,0,0
24.0,2,0.0,0,467,2,1,0,0.0,0,1,0,0,0
56.0,2,26.55,0,468,1,1,0,0.0,0,1,0,0,0
24.0,1,7.725,0,469,3,1,0,0.0,0,1,0,0,0
0.75,0,19.2583,1,470,3,0,2,1.0,3,0,1,0,0
24.0,2,7.25,0,471,3,1,0,0.0,0,1,0,0,0
38.0,2,8.6625,0,472,3,1,0,0.0,0,1,0,0,0
33.0,2,27.75,2,473,2,0,1,1.0,3,0,0,1,0
23.0,0,13.7917,0,474,2,0,0,1.0,0,0,0,1,0
22.0,2,9.8375,0,475,3,0,0,0.0,0,0,1,0,0
24.0,2,52.0,0,476,1,1,0,0.0,0,1,0,0,0
34.0,2,21.0,0,477,2,1,1,0.0,1,1,0,0,0
29.0,2,7.0458,0,478,3,1,1,0.0,1,1,0,0,0
22.0,2,7.5208,0,479,3,1,0,0.0,0,1,0,0,0
2.0,2,12.2875,1,480,3,0,0,1.0,1,0,1,0,0
9.0,2,46.9,2,481,3,1,5,0.0,7,0,0,0,1
24.0,2,0.0,0,482,2,1,0,0.0,0,1,0,0,0
50.0,2,8.05,0,483,3,1,0,0.0,0,1,0,0,0
63.0,2,9.5875,0,484,3,0,0,1.0,0,0,0,1,0
25.0,0,91.0792,0,485,1,1,1,1.0,1,1,0,0,0
24.0,2,25.4667,1,486,3,0,3,0.0,4,0,1,0,0
35.0,2,90.0,0,487,1,0,1,1.0,1,0,0,1,0
58.0,0,29.7,0,488,1,1,0,0.0,0,1,0,0,0
30.0,2,8.05,0,489,3,1,0,0.0,0,1,0,0,0
9.0,2,15.9,1,490,3,1,1,1.0,2,0,0,0,1
24.0,2,19.9667,0,491,3,1,1,0.0,1,1,0,0,0
21.0,2,7.25,0,492,3,1,0,0.0,0,1,0,0,0
55.0,2,30.5,0,493,1,1,0,0.0,0,1,0,0,0
71.0,0,49.5042,0,494,1,1,0,0.0,0,1,0,0,0
21.0,2,8.05,0,495,3,1,0,0.0,0,1,0,0,0
24.0,0,14.4583,0,496,3,1,0,0.0,0,1,0,0,0
54.0,0,78.2667,0,497,1,0,1,1.0,1,0,1,0,0
24.0,2,15.1,0,498,3,1,0,0.0,0,1,0,0,0
25.0,2,151.55,2,499,1,0,1,0.0,3,0,0,1,0
24.0,2,7.7958,0,500,3,1,0,0.0,0,1,0,0,0
17.0,2,8.6625,0,501,3,1,0,0.0,0,1,0,0,0
21.0,1,7.75,0,502,3,0,0,0.0,0,0,1,0,0
24.0,1,7.6292,0,503,3,0,0,0.0,0,0,1,0,0
37.0,2,9.5875,0,504,3,0,0,0.0,0,0,1,0,0
16.0,2,86.5,0,505,1,0,0,1.0,0,0,1,0,0
18.0,0,108.9,0,506,1,1,1,0.0,1,1,0,0,0
33.0,2,26.0,2,507,2,0,0,1.0,2,0,0,1,0
24.0,2,26.55,0,508,1,1,0,1.0,0,1,0,0,0
28.0,2,22.525,0,509,3,1,0,0.0,0,1,0,0,0
26.0,2,56.4958,0,510,3,1,0,1.0,0,1,0,0,0
29.0,1,7.75,0,511,3,1,0,1.0,0,1,0,0,0
24.0,2,8.05,0,512,3,1,0,0.0,0,1,0,0,0
36.0,2,26.2875,0,513,1,1,0,1.0,0,1,0,0,0
54.0,0,59.4,0,514,1,0,1,1.0,1,0,0,1,0
24.0,2,7.4958,0,515,3,1,0,0.0,0,1,0,0,0
47.0,2,34.0208,0,516,1,1,0,0.0,0,1,0,0,0
34.0,2,10.5,0,517,2,0,0,1.0,0,0,0,1,0
24.0,1,24.15,0,518,3,1,0,0.0,0,1,0,0,0
36.0,2,26.0,0,519,2,0,1,1.0,1,0,0,1,0
32.0,2,7.8958,0,520,3,1,0,0.0,0,1,0,0,0
30.0,2,93.5,0,521,1,0,0,1.0,0,0,1,0,0
22.0,2,7.8958,0,522,3,1,0,0.0,0,1,0,0,0
24.0,0,7.225,0,523,3,1,0,0.0,0,1,0,0,0
44.0,0,57.9792,1,524,1,0,0,1.0,1,0,0,1,0
24.0,0,7.2292,0,525,3,1,0,0.0,0,1,0,0,0
40.5,1,7.75,0,526,3,1,0,0.0,0,1,0,0,0
50.0,2,10.5,0,527,2,0,0,1.0,0,0,1,0,0
24.0,2,221.7792,0,528,1,1,0,0.0,0,1,0,0,0
39.0,2,7.925,0,529,3,1,0,0.0,0,1,0,0,0
23.0,2,11.5,1,530,2,1,2,0.0,3,1,0,0,0
2.0,2,26.0,1,531,2,0,1,1.0,2,0,1,0,0
24.0,0,7.2292,0,532,3,1,0,0.0,0,1,0,0,0
17.0,0,7.2292,1,533,3,1,1,0.0,2,1,0,0,0
24.0,0,22.3583,2,534,3,0,0,1.0,2,0,0,1,0
30.0,2,8.6625,0,535,3,0,0,0.0,0,0,1,0,0
7.0,2,26.25,2,536,2,0,0,1.0,2,0,1,0,0
45.0,2,26.55,0,537,1,1,0,0.0,0,0,0,0,0
30.0,0,106.425,0,538,1,0,0,1.0,0,0,1,0,0
24.0,2,14.5,0,539,3,1,0,0.0,0,1,0,0,0
22.0,0,49.5,2,540,1,0,0,1.0,2,0,1,0,0
36.0,2,71.0,2,541,1,0,0,1.0,2,0,1,0,0
9.0,2,31.275,2,542,3,0,4,0.0,6,0,1,0,0
11.0,2,31.275,2,543,3,0,4,0.0,6,0,1,0,0
32.0,2,26.0,0,544,2,1,1,1.0,1,1,0,0,0
50.0,0,106.425,0,545,1,1,1,0.0,1,1,0,0,0
64.0,2,26.0,0,546,1,1,0,0.0,0,1,0,0,0
19.0,2,26.0,0,547,2,0,1,1.0,1,0,0,1,0
24.0,0,13.8625,0,548,2,1,0,1.0,0,1,0,0,0
33.0,2,20.525,1,549,3,1,1,0.0,2,1,0,0,0
8.0,2,36.75,1,550,2,1,1,1.0,2,0,0,0,1
17.0,0,110.8833,2,551,1,1,0,1.0,2,1,0,0,0
27.0,2,26.0,0,552,2,1,0,0.0,0,1,0,0,0
24.0,1,7.8292,0,553,3,1,0,0.0,0,1,0,0,0
22.0,0,7.225,0,554,3,1,0,1.0,0,1,0,0,0
22.0,2,7.775,0,555,3,0,0,1.0,0,0,1,0,0
62.0,2,26.55,0,556,1,1,0,0.0,0,1,0,0,0
48.0,0,39.6,0,557,1,0,1,1.0,1,0,0,0,0
24.0,0,227.525,0,558,1,1,0,0.0,0,1,0,0,0
39.0,2,79.65,1,559,1,0,1,1.0,2,0,0,1,0
36.0,2,17.4,0,560,3,0,1,1.0,1,0,0,1,0
24.0,1,7.75,0,561,3,1,0,0.0,0,1,0,0,0
40.0,2,7.8958,0,562,3,1,0,0.0,0,1,0,0,0
28.0,2,13.5,0,563,2,1,0,0.0,0,1,0,0,0
24.0,2,8.05,0,564,3,1,0,0.0,0,1,0,0,0
24.0,2,8.05,0,565,3,0,0,0.0,0,0,1,0,0
24.0,2,24.15,0,566,3,1,2,0.0,2,1,0,0,0
19.0,2,7.8958,0,567,3,1,0,0.0,0,1,0,0,0
29.0,2,21.075,4,568,3,0,0,0.0,4,0,0,1,0
24.0,0,7.2292,0,569,3,1,0,0.0,0,1,0,0,0
32.0,2,7.8542,0,570,3,1,0,1.0,0,1,0,0,0
62.0,2,10.5,0,571,2,1,0,1.0,0,1,0,0,0
53.0,2,51.4792,0,572,1,0,2,1.0,2,0,0,1,0
36.0,2,26.3875,0,573,1,1,0,1.0,0,1,0,0,0
24.0,1,7.75,0,574,3,0,0,1.0,0,0,1,0,0
16.0,2,8.05,0,575,3,1,0,0.0,0,1,0,0,0
19.0,2,14.5,0,576,3,1,0,0.0,0,1,0,0,0
34.0,2,13.0,0,577,2,0,0,1.0,0,0,1,0,0
39.0,2,55.9,0,578,1,0,1,1.0,1,0,0,1,0
24.0,0,14.4583,0,579,3,0,1,0.0,1,0,0,1,0
32.0,2,7.925,0,580,3,1,0,1.0,0,1,0,0,0
25.0,2,30.0,1,581,2,0,1,1.0,2,0,1,0,0
39.0,0,110.8833,1,582,1,0,1,1.0,2,0,0,1,0
54.0,2,26.0,0,583,2,1,0,0.0,0,1,0,0,0
36.0,0,40.125,0,584,1,1,0,0.0,0,1,0,0,0
24.0,0,8.7125,0,585,3,1,0,0.0,0,1,0,0,0
18.0,2,79.65,2,586,1,0,0,1.0,2,0,1,0,0
47.0,2,15.0,0,587,2,1,0,0.0,0,1,0,0,0
60.0,0,79.2,1,588,1,1,1,1.0,2,1,0,0,0
22.0,2,8.05,0,589,3,1,0,0.0,0,1,0,0,0
24.0,2,8.05,0,590,3,1,0,0.0,0,1,0,0,0
35.0,2,7.125,0,591,3,1,0,0.0,0,1,0,0,0
52.0,0,78.2667,0,592,1,0,1,1.0,1,0,0,1,0
47.0,2,7.25,0,593,3,1,0,0.0,0,1,0,0,0
24.0,1,7.75,2,594,3,0,0,0.0,2,0,1,0,0
37.0,2,26.0,0,595,2,1,1,0.0,1,1,0,0,0
36.0,2,24.15,1,596,3,1,1,0.0,2,1,0,0,0
24.0,2,33.0,0,597,2,0,0,1.0,0,0,1,0,0
49.0,2,0.0,0,598,3,1,0,0.0,0,1,0,0,0
24.0,0,7.225,0,599,3,1,0,0.0,0,1,0,0,0
49.0,0,56.9292,0,600,1,1,1,1.0,1,0,0,0,0
24.0,2,27.0,1,601,2,0,2,1.0,3,0,0,1,0
24.0,2,7.8958,0,602,3,1,0,0.0,0,1,0,0,0
24.0,2,42.4,0,603,1,1,0,0.0,0,1,0,0,0
44.0,2,8.05,0,604,3,1,0,0.0,0,1,0,0,0
35.0,0,26.55,0,605,1,1,0,1.0,0,1,0,0,0
36.0,2,15.55,0,606,3,1,1,0.0,1,1,0,0,0
30.0,2,7.8958,0,607,3,1,0,0.0,0,1,0,0,0
27.0,2,30.5,0,608,1,1,0,1.0,0,1,0,0,0
22.0,0,41.5792,2,609,2,0,1,1.0,3,0,0,1,0
40.0,2,153.4625,0,610,1,0,0,1.0,0,0,1,0,0
39.0,2,31.275,5,611,3,0,1,0.0,6,0,0,1,0
24.0,2,7.05,0,612,3,1,0,0.0,0,1,0,0,0
24.0,1,15.5,0,613,3,0,1,1.0,1,0,1,0,0
24.0,1,7.75,0,614,3,1,0,0.0,0,1,0,0,0
35.0,2,8.05,0,615,3,1,0,0.0,0,1,0,0,0
24.0,2,65.0,2,616,2,0,1,1.0,3,0,1,0,0
34.0,2,14.4,1,617,3,1,1,0.0,2,1,0,0,0
26.0,2,16.1,0,618,3,0,1,0.0,1,0,0,1,0
4.0,2,39.0,1,619,2,0,2,1.0,3,0,1,0,0
26.0,2,10.5,0,620,2,1,0,0.0,0,1,0,0,0
27.0,0,14.4542,0,621,3,1,1,0.0,1,1,0,0,0
42.0,2,52.5542,0,622,1,1,1,1.0,1,1,0,0,0
20.0,0,15.7417,1,623,3,1,1,1.0,2,1,0,0,0
21.0,2,7.8542,0,624,3,1,0,0.0,0,1,0,0,0
21.0,2,16.1,0,625,3,1,0,0.0,0,1,0,0,0
61.0,2,32.3208,0,626,1,1,0,0.0,0,1,0,0,0
57.0,1,12.35,0,627,2,1,0,0.0,0,0,0,0,0
21.0,2,77.9583,0,628,1,0,0,1.0,0,0,1,0,0
26.0,2,7.8958,0,629,3,1,0,0.0,0,1,0,0,0
24.0,1,7.7333,0,630,3,1,0,0.0,0,1,0,0,0
80.0,2,30.0,0,631,1,1,0,1.0,0,1,0,0,0
51.0,2,7.0542,0,632,3,1,0,0.0,0,1,0,0,0
32.0,0,30.5,0,633,1,1,0,1.0,0,0,0,0,0
24.0,2,0.0,0,634,1,1,0,0.0,0,1,0,0,0
9.0,2,27.9,2,635,3,0,3,0.0,5,0,1,0,0
28.0,2,13.0,0,636,2,0,0,1.0,0,0,1,0,0
32.0,2,7.925,0,637,3,1,0,0.0,0,1,0,0,0
31.0,2,26.25,1,638,2,1,1,0.0,2,1,0,0,0
41.0,2,39.6875,5,639,3,0,0,0.0,5,0,0,1,0
24.0,2,16.1,0,640,3,1,1,0.0,1,1,0,0,0
20.0,2,7.8542,0,641,3,1,0,0.0,0,1,0,0,0
24.0,0,69.3,0,642,1,0,0,1.0,0,0,0,0,0
2.0,2,27.9,2,643,3,0,3,0.0,5,0,1,0,0
24.0,2,56.4958,0,644,3,1,0,1.0,0,1,0,0,0
0.75,0,19.2583,1,645,3,0,2,1.0,3,0,1,0,0
48.0,0,76.7292,0,646,1,1,1,1.0,1,1,0,0,0
19.0,2,7.8958,0,647,3,1,0,0.0,0,1,0,0,0
56.0,0,35.5,0,648,1,1,0,1.0,0,0,0,0,0
24.0,2,7.55,0,649,3,1,0,0.0,0,1,0,0,0
23.0,2,7.55,0,650,3,0,0,1.0,0,0,1,0,0
24.0,2,7.8958,0,651,3,1,0,0.0,0,1,0,0,0
18.0,2,23.0,1,652,2,0,0,1.0,1,0,1,0,0
21.0,2,8.4333,0,653,3,1,0,0.0,0,1,0,0,0
24.0,1,7.8292,0,654,3,0,0,1.0,0,0,1,0,0
18.0,1,6.75,0,655,3,0,0,0.0,0,0,1,0,0
24.0,2,73.5,0,656,2,1,2,0.0,2,1,0,0,0
24.0,2,7.8958,0,657,3,1,0,0.0,0,1,0,0,0
32.0,1,15.5,1,658,3,0,1,0.0,2,0,0,1,0
23.0,2,13.0,0,659,2,1,0,0.0,0,1,0,0,0
58.0,0,113.275,2,660,1,1,0,0.0,2,1,0,0,0
50.0,2,133.65,0,661,1,1,2,1.0,2,0,0,0,0
40.0,0,7.225,0,662,3,1,0,0.0,0,1,0,0,0
47.0,2,25.5875,0,663,1,1,0,0.0,0,1,0,0,0
36.0,2,7.4958,0,664,3,1,0,0.0,0,1,0,0,0
20.0,2,7.925,0,665,3,1,1,1.0,1,1,0,0,0
32.0,2,73.5,0,666,2,1,2,0.0,2,1,0,0,0
25.0,2,13.0,0,667,2,1,0,0.0,0,1,0,0,0
24.0,2,7.775,0,668,3,1,0,0.0,0,1,0,0,0
43.0,2,8.05,0,669,3,1,0,0.0,0,1,0,0,0
24.0,2,52.0,0,670,1,0,1,1.0,1,0,0,1,0
40.0,2,39.0,1,671,2,0,1,1.0,2,0,0,1,0
31.0,2,52.0,0,672,1,1,1,0.0,1,1,0,0,0
70.0,2,10.5,0,673,2,1,0,0.0,0,1,0,0,0
31.0,2,13.0,0,674,2,1,0,1.0,0,1,0,0,0
24.0,2,0.0,0,675,2,1,0,0.0,0,1,0,0,0
18.0,2,7.775,0,676,3,1,0,0.0,0,1,0,0,0
24.5,2,8.05,0,677,3,1,0,0.0,0,1,0,0,0
18.0,2,9.8417,0,678,3,0,0,1.0,0,0,1,0,0
43.0,2,46.9,6,679,3,0,1,0.0,7,0,0,1,0
36.0,0,512.3292,1,680,1,1,0,1.0,1,1,0,0,0
24.0,1,8.1375,0,681,3,0,0,0.0,0,0,1,0,0
27.0,0,76.7292,0,682,1,1,0,1.0,0,1,0,0,0
20.0,2,9.225,0,683,3,1,0,0.0,0,1,0,0,0
14.0,2,46.9,2,684,3,1,5,0.0,7,1,0,0,0
60.0,2,39.0,1,685,2,1,1,0.0,2,1,0,0,0
25.0,0,41.5792,2,686,2,1,1,0.0,3,1,0,0,0
14.0,2,39.6875,1,687,3,1,4,0.0,5,1,0,0,0
19.0,2,10.1708,0,688,3,1,0,0.0,0,1,0,0,0
18.0,2,7.7958,0,689,3,1,0,0.0,0,1,0,0,0
15.0,2,211.3375,1,690,1,0,0,1.0,1,0,1,0,0
31.0,2,57.0,0,691,1,1,1,1.0,1,1,0,0,0
4.0,0,13.4167,1,692,3,0,0,1.0,1,0,1,0,0
24.0,2,56.4958,0,693,3,1,0,1.0,0,1,0,0,0
25.0,0,7.225,0,694,3,1,0,0.0,0,1,0,0,0
60.0,2,26.55,0,695,1,1,0,0.0,0,0,0,0,0
52.0,2,13.5,0,696,2,1,0,0.0,0,1,0,0,0
44.0,2,8.05,0,697,3,1,0,0.0,0,1,0,0,0
24.0,1,7.7333,0,698,3,0,0,1.0,0,0,1,0,0
49.0,0,110.8833,1,699,1,1,1,0.0,2,1,0,0,0
42.0,2,7.65,0,700,3,1,0,0.0,0,1,0,0,0
18.0,0,227.525,0,701,1,0,1,1.0,1,0,0,1,0
35.0,2,26.2875,0,702,1,1,0,1.0,0,1,0,0,0
18.0,0,14.4542,1,703,3,0,0,0.0,1,0,1,0,0
25.0,1,7.7417,0,704,3,1,0,0.0,0,1,0,0,0
26.0,2,7.8542,0,705,3,1,1,0.0,1,1,0,0,0
39.0,2,26.0,0,706,2,1,0,0.0,0,1,0,0,0
45.0,2,13.5,0,707,2,0,0,1.0,0,0,0,1,0
42.0,2,26.2875,0,708,1,1,0,1.0,0,1,0,0,0
22.0,2,151.55,0,709,1,0,0,1.0,0,0,1,0,0
24.0,0,15.2458,1,710,3,1,1,1.0,2,0,0,0,1
24.0,0,49.5042,0,711,1,0,0,1.0,0,0,0,0,0
24.0,2,26.55,0,712,1,1,0,0.0,0,1,0,0,0
48.0,2,52.0,0,713,1,1,1,1.0,1,1,0,0,0
29.0,2,9.4833,0,714,3,1,0,0.0,0,1,0,0,0
52.0,2,13.0,0,715,2,1,0,0.0,0,1,0,0,0
19.0,2,7.65,0,716,3,1,0,0.0,0,1,0,0,0
38.0,0,227.525,0,717,1,0,0,1.0,0,0,1,0,0
27.0,2,10.5,0,718,2,0,0,1.0,0,0,1,0,0
24.0,1,15.5,0,719,3,1,0,0.0,0,1,0,0,0
33.0,2,7.775,0,720,3,1,0,0.0,0,1,0,0,0
6.0,2,33.0,1,721,2,0,0,1.0,1,0,1,0,0
17.0,2,7.0542,0,722,3,1,1,0.0,1,1,0,0,0
34.0,2,13.0,0,723,2,1,0,0.0,0,1,0,0,0
50.0,2,13.0,0,724,2,1,0,0.0,0,1,0,0,0
27.0,2,53.1,0,725,1,1,1,1.0,1,1,0,0,0
20.0,2,8.6625,0,726,3,1,0,0.0,0,1,0,0,0
30.0,2,21.0,0,727,2,0,3,1.0,3,0,0,1,0
24.0,1,7.7375,0,728,3,0,0,1.0,0,0,1,0,0
25.0,2,26.0,0,729,2,1,1,0.0,1,1,0,0,0
25.0,2,7.925,0,730,3,0,1,0.0,1,0,1,0,0
29.0,2,211.3375,0,731,1,0,0,1.0,0,0,1,0,0
11.0,0,18.7875,0,732,3,1,0,0.0,0,1,0,0,0
24.0,2,0.0,0,733,2,1,0,0.0,0,1,0,0,0
23.0,2,13.0,0,734,2,1,0,0.0,0,1,0,0,0
23.0,2,13.0,0,735,2,1,0,0.0,0,1,0,0,0
28.5,2,16.1,0,736,3,1,0,0.0,0,1,0,0,0
48.0,2,34.375,3,737,3,0,1,0.0,4,0,0,1,0
35.0,0,512.3292,0,738,1,1,0,1.0,0,1,0,0,0
24.0,2,7.8958,0,739,3,1,0,0.0,0,1,0,0,0
24.0,2,7.8958,0,740,3,1,0,0.0,0,1,0,0,0
24.0,2,30.0,0,741,1,1,0,1.0,0,1,0,0,0
36.0,2,78.85,0,742,1,1,1,0.0,1,1,0,0,0
21.0,0,262.375,2,743,1,0,2,1.0,4,0,1,0,0
24.0,2,16.1,0,744,3,1,1,0.0,1,1,0,0,0
31.0,2,7.925,0,745,3,1,0,1.0,0,1,0,0,0
70.0,2,71.0,1,746,1,1,1,0.0,2,0,0,0,0
16.0,2,20.25,1,747,3,1,1,0.0,2,1,0,0,0
30.0,2,13.0,0,748,2,0,0,1.0,0,0,1,0,0
19.0,2,53.1,0,749,1,1,1,0.0,1,1,0,0,0
31.0,1,7.75,0,750,3,1,0,0.0,0,1,0,0,0
4.0,2,23.0,1,751,2,0,1,1.0,2,0,1,0,0
6.0,2,12.475,1,752,3,1,0,1.0,1,0,0,0,1
33.0,2,9.5,0,753,3,1,0,0.0,0,1,0,0,0
23.0,2,7.8958,0,754,3,1,0,0.0,0,1,0,0,0
48.0,2,65.0,2,755,2,0,1,1.0,3,0,0,1,0
0.67,2,14.5,1,756,2,1,1,1.0,2,0,0,0,1
28.0,2,7.7958,0,757,3,1,0,0.0,0,1,0,0,0
18.0,2,11.5,0,758,2,1,0,0.0,0,1,0,0,0
34.0,2,8.05,0,759,3,1,0,0.0,0,1,0,0,0
33.0,2,86.5,0,760,1,0,0,1.0,0,0,0,0,0
24.0,2,14.5,0,761,3,1,0,0.0,0,1,0,0,0
41.0,2,7.125,0,762,3,1,0,0.0,0,1,0,0,0
20.0,0,7.2292,0,763,3,1,0,1.0,0,1,0,0,0
36.0,2,120.0,2,764,1,0,1,1.0,3,0,0,1,0
16.0,2,7.775,0,765,3,1,0,0.0,0,1,0,0,0
51.0,2,77.9583,0,766,1,0,1,1.0,1,0,0,1,0
24.0,0,39.6,0,767,1,1,0,0.0,0,0,0,0,0
30.5,1,7.75,0,768,3,0,0,0.0,0,0,1,0,0
24.0,1,24.15,0,769,3,1,1,0.0,1,1,0,0,0
32.0,2,8.3625,0,770,3,1,0,0.0,0,1,0,0,0
24.0,2,9.5,0,771,3,1,0,0.0,0,1,0,0,0
48.0,2,7.8542,0,772,3,1,0,0.0,0,1,0,0,0
57.0,2,10.5,0,773,2,0,0,0.0,0,0,0,1,0
24.0,0,7.225,0,774,3,1,0,0.0,0,1,0,0,0
54.0,2,23.0,3,775,2,0,1,1.0,4,0,0,1,0
18.0,2,7.75,0,776,3,1,0,0.0,0,1,0,0,0
24.0,1,7.75,0,777,3,1,0,0.0,0,1,0,0,0
5.0,2,12.475,0,778,3,0,0,1.0,0,0,1,0,0
24.0,1,7.7375,0,779,3,1,0,0.0,0,1,0,0,0
43.0,2,211.3375,1,780,1,0,0,1.0,1,0,0,1,0
13.0,0,7.2292,0,781,3,0,0,1.0,0,0,1,0,0
17.0,2,57.0,0,782,1,0,1,1.0,1,0,0,1,0
29.0,2,30.0,0,783,1,1,0,0.0,0,1,0,0,0
24.0,2,23.45,2,784,3,1,1,0.0,3,1,0,0,0
25.0,2,7.05,0,785,3,1,0,0.0,0,1,0,0,0
25.0,2,7.25,0,786,3,1,0,0.0,0,1,0,0,0
18.0,2,7.4958,0,787,3,0,0,1.0,0,0,1,0,0
8.0,1,29.125,1,788,3,1,4,0.0,5,0,0,0,1
1.0,2,20.575,2,789,3,1,1,1.0,3,0,0,0,1
46.0,0,79.2,0,790,1,1,0,0.0,0,1,0,0,0
24.0,1,7.75,0,791,3,1,0,0.0,0,1,0,0,0
16.0,2,26.0,0,792,2,1,0,0.0,0,1,0,0,0
24.0,2,69.55,2,793,3,0,8,0.0,10,0,1,0,0
24.0,0,30.6958,0,794,1,1,0,0.0,0,1,0,0,0
25.0,2,7.8958,0,795,3,1,0,0.0,0,1,0,0,0
39.0,2,13.0,0,796,2,1,0,0.0,0,1,0,0,0
49.0,2,25.9292,0,797,1,0,0,1.0,0,0,0,0,0
31.0,2,8.6833,0,798,3,0,0,1.0,0,0,0,1,0
30.0,0,7.2292,0,799,3,1,0,0.0,0,1,0,0,0
30.0,2,24.15,1,800,3,0,1,0.0,2,0,0,1,0
34.0,2,13.0,0,801,2,1,0,0.0,0,1,0,0,0
31.0,2,26.25,1,802,2,0,1,1.0,2,0,0,1,0
11.0,2,120.0,2,803,1,1,1,1.0,3,0,0,0,1
0.42,0,8.5167,1,804,3,1,0,1.0,1,0,0,0,1
27.0,2,6.975,0,805,3,1,0,1.0,0,1,0,0,0
31.0,2,7.775,0,806,3,1,0,0.0,0,1,0,0,0
39.0,2,0.0,0,807,1,1,0,0.0,0,1,0,0,0
18.0,2,7.775,0,808,3,0,0,0.0,0,0,1,0,0
39.0,2,13.0,0,809,2,1,0,0.0,0,1,0,0,0
33.0,2,53.1,0,810,1,0,1,1.0,1,0,0,1,0
